"jump_grad_press","jump_grad_dens","kappa_max","kappa","diffusion","sigma_a","sigma_t","ObjectId","GlobalElementId","PedigreeElementId","Cell Type"
0.00032642530004522996023,0.0052302395342849195004,1.1079884242749437611e-05,4.7598938916594057854e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,82,82,3
0.00033660405915725277737,0.0051925072039011865854,1.1079885593167385717e-05,4.9559463284053565331e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,83,83,3
0.00034668807484194985591,0.0052300298993941396475,1.1079886983741841093e-05,5.0487992326251745761e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,84,84,3
0.00035746852972806664184,0.0051900519465561956167,1.1079888415674445334e-05,5.253507215663970189e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,85,85,3
0.00036816927286054124124,0.0052298697119113057852,1.1079889890251009703e-05,5.3556103015079192054e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,86,86,3
0.00037958730808895779774,0.0051875263452529907227,1.1079891408749066559e-05,5.5695030609919523618e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,87,87,3
0.00039094501516956370324,0.0052297574002295732498,1.1079892972530497498e-05,5.6814032753829114751e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,88,88,3
0.00040304049571204814129,0.0051848859875462949276,1.107989458294834448e-05,5.9050438236184040012e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,89,89,3
0.00041509529910399578512,0.0052297491638455539942,1.1079896241447471223e-05,6.0273226342075285358e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,90,90,3
0.00042790961970240459777,0.005182246677577495575,1.1079897949463354627e-05,6.2613100094101834187e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,91,91,3
0.00044070505146009963937,0.0052298430819064378738,1.1079899708526839034e-05,6.394583202352728562e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,92,92,3
0.00045428439852912561037,0.0051794617902487516403,1.107990152016164354e-05,6.6395523654396598128e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,93,93,3
0.00046786469647486228496,0.0052299693925306200981,1.107990338598958213e-05,6.7844770901314628721e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,94,94,3
0.0004822554183192551136,0.0051765849348157644272,1.1079905307628191272e-05,7.041101243339389713e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,95,95,3
0.00049667057146507431753,0.0052301894465927034616,1.1079907286795326627e-05,7.1983732767796775781e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,96,96,3
0.00051192218279538792558,0.0051736118621192872524,1.1079909325210522678e-05,7.4673684789675086442e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,97,97,3
0.00052722405871463706717,0.0052305116259958595037,1.1079911424691290205e-05,7.6377261832033397881e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,98,98,3
0.0005433895039459457621,0.0051705173391383141279,1.1079913587062888649e-05,7.9198530863943413895e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,99,99,3
0.000559632700515066972,0.0052309446327853947878,1.1079915814254125532e-05,8.1040808283107992966e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,100,100,3
0.00057676906817505368963,0.0051674322457984089851,1.1079918108202126243e-05,8.4001475642851205808e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,101,101,3
0.00059400962618383346125,0.0052315984794404357672,1.1079920470948848352e-05,8.5990760809141293992e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,102,102,3
0.00061217654820211464539,0.0051642139733303338289,1.1079922904552910571e-05,8.909938884275288548e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,103,103,3
0.00063047854837350314483,0.0052322655683383345604,1.1079925411178144962e-05,9.1244530843256251368e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,104,104,3
0.00064973867756634717807,0.0051607926434371620417,1.107992799300977286e-05,9.4510209886883616923e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,105,105,3
0.00066916587138621252961,0.0052330531761981546879,1.1079930652341883054e-05,9.6820590884773915255e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,106,106,3
0.00068958653264417080209,0.0051573364762589335442,1.1079933391493677165e-05,1.0025297761111998551e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,107,107,3
0.00071020800942278583534,0.0052340705296956002712,1.107993621289793546e-05,1.0273853471268848161e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,108,108,3
0.00073186103327316232026,0.0051537794061005115509,1.1079939119015544456e-05,1.0634787958442867756e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,109,109,3
0.00075375100095698144287,0.0052352288912516087294,1.1079942112428402878e-05,1.0901918007503186705e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,110,110,3
0.0007767108163534430787,0.0051500667468644678593,1.1079945195745572102e-05,1.1281636149497462029e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,111,111,3
0.00079994623547463561408,0.0052364795119501650333,1.1079948371704601627e-05,1.1568461488232859783e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,112,112,3
0.00082429501844671904109,0.0051461457624100148678,1.1079951643077532136e-05,1.1968116167312469742e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,113,113,3
0.0008489586807627347298,0.0052379051048774272203,1.107995501276727598e-05,1.227582802798225999e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,114,114,3
0.00087477869055874180049,0.0051421714306343346834,1.1079958483713518602e-05,1.2696644789260871156e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,115,115,3
0.00090095860605288180523,0.005239562975475564599,1.1079962058994774143e-05,1.3026503059153988133e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,116,116,3
0.00092834316774315084331,0.0051379479118622839451,1.107996574173392772e-05,1.34697818609716566e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,117,117,3
0.0009561311630932323169,0.0052412958175409585238,1.1079969535195249492e-05,1.3823129466251656727e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,118,118,3
0.00098517289779920247383,0.0051336045435164123774,1.1079973442690421444e-05,1.4290248497663483486e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,119,119,3
0.0010146700847144529689,0.0052433637611102312803,1.1079977467684191188e-05,1.4668504202960167312e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,120,120,3
0.0010454724624651134945,0.0051290967385284602642,1.1079981613690749345e-05,1.5160930056703204195e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,121,121,3
0.0010767802950795157813,0.0052455518743954598904,1.1079985884383711689e-05,1.556560386917128907e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,122,122,3
0.0011094509300164645538,0.0051243945781607180834,1.1079990283495635628e-05,1.6084887836268450388e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,123,123,3
0.0011426820269662130158,0.0052480261074379086494,1.1079994814919867446e-05,1.6517579894993236348e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,124,124,3
0.0011773349615396000445,0.0051194656407460570335,1.1079999482618017507e-05,1.7065371088434273114e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,125,125,3
0.0012126068859288352542,0.0052506654465105384588,1.1080004290721573714e-05,1.7527781186271323911e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,126,126,3
0.0012493635426835680846,0.0051143066375516355038,1.1080009243435346531e-05,1.8105828274123892159e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,127,127,3
0.0012868013873230665922,0.0052535529539454728365,1.108001434513885205e-05,1.859975879536323982e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,128,128,3
0.0013257892469482612796,0.0051089361077174544334,1.1080019600295012001e-05,1.9209917774342616916e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,129,129,3
0.001365525969049485866,0.0052567748643923550844,1.1080025013551650327e-05,1.9737279824231052646e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,130,130,3
0.001406883248364465544,0.0052257028582971543074,1.1080030589644982244e-05,2.0381521614993838129e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,131,131,3
0.0014490580083474924322,0.0053826140356250107288,1.1080036333502532139e-05,2.0944344794801108073e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,132,132,3
0.0014929295443835144397,0.0055453560489695519209,1.1080042250150995013e-05,2.1624758455892421206e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,133,133,3
0.0015376921978713653516,0.00571184203727170825,1.1080048344819394936e-05,2.2225196649895453677e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,134,134,3
0.0015842302168493915815,0.0058844863378908485174,1.1080054622842723186e-05,2.2943998099020770032e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,135,135,3
0.0016317405252266325988,0.0060612466186285018921,1.1080061089765072982e-05,2.3584335206061848958e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,136,136,3
0.0016811097107165551279,0.0062443850038107484579,1.1080067751248212445e-05,2.4343879366674966569e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,137,137,3
0.0017315336999672581442,0.0064319856755901128054,1.1080074613175347822e-05,2.5026539564049035867e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,138,138,3
0.0017839063930296106264,0.0066262455657124519348,1.1080081681554534631e-05,2.5829322044547239799e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,139,139,3
0.0018374230230620014481,0.0068253228382673114538,1.1080088962625996731e-05,2.6556876449250093686e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,140,140,3
