"jump_grad_press","jump_grad_dens","diffusion_aux","sigma_a_aux","sigma_t_aux","mu_max","kappa_max","mu","kappa","ObjectId","GlobalElementId","PedigreeElementId"
0.02526,6.95707,0.117132,390.712,853.144,7.2237e-07,1.57589e-06,1.81698e-09,1.81698e-09,0,445,445
0.0255177,7.00414,0.117132,390.712,853.144,7.22368e-07,1.57589e-06,1.83216e-09,1.83216e-09,0,446,446
0.0257756,7.05155,0.117132,390.712,853.144,7.22366e-07,1.57589e-06,1.84382e-09,1.84382e-09,0,447,447
0.0260256,7.09861,0.117132,390.712,853.144,7.22364e-07,1.57589e-06,1.85875e-09,1.85875e-09,0,448,448
0.0262755,7.14599,0.117132,390.712,853.144,7.22363e-07,1.57589e-06,1.87045e-09,1.87045e-09,0,449,449
0.0265181,7.19306,0.117132,390.712,853.144,7.22361e-07,1.57589e-06,1.88516e-09,1.88516e-09,0,450,450
0.0267604,7.24044,0.117132,390.712,853.144,7.2236e-07,1.57589e-06,1.89691e-09,1.89691e-09,0,451,451
0.0269958,7.28756,0.117132,390.712,853.144,7.22359e-07,1.57588e-06,1.91141e-09,1.91141e-09,0,452,452
0.0272308,7.33497,0.117132,390.712,853.144,7.22358e-07,1.57588e-06,1.92321e-09,1.92321e-09,0,453,453
0.0274593,7.38217,0.117132,390.712,853.144,7.22356e-07,1.57588e-06,1.93752e-09,1.93752e-09,0,454,454
0.0276873,7.42964,0.117132,390.712,853.144,7.22355e-07,1.57588e-06,1.94937e-09,1.94937e-09,0,455,455
0.0279093,7.47695,0.117132,390.712,853.144,7.22354e-07,1.57588e-06,1.9635e-09,1.9635e-09,0,456,456
0.0281304,7.52451,0.117132,390.712,853.144,7.22353e-07,1.57588e-06,1.9754e-09,1.9754e-09,0,457,457
0.0283461,7.57195,0.117132,390.712,853.144,7.22352e-07,1.57588e-06,1.98937e-09,1.98937e-09,0,458,458
0.0285608,7.61963,0.117132,390.712,853.144,7.22351e-07,1.57588e-06,2.00134e-09,2.00134e-09,0,459,459
0.0287705,7.66723,0.117132,390.712,853.144,7.2235e-07,1.57588e-06,2.01516e-09,2.01516e-09,0,460,460
0.0289789,7.71506,0.117132,390.712,853.144,7.22349e-07,1.57588e-06,2.02719e-09,2.02719e-09,0,461,461
0.0291828,7.76285,0.117132,390.712,853.144,7.22348e-07,1.57587e-06,2.04087e-09,2.04087e-09,0,462,462
0.0293852,7.81087,0.117132,390.712,853.144,7.22348e-07,1.57587e-06,2.05299e-09,2.05299e-09,0,463,463
0.0295836,7.85888,0.117132,390.712,853.144,7.22347e-07,1.57587e-06,2.06654e-09,2.06654e-09,0,464,464
0.0297803,7.90709,0.117132,390.712,853.144,7.22346e-07,1.57587e-06,2.07874e-09,2.07874e-09,0,465,465
0.0299734,7.95535,0.117132,390.712,853.144,7.22346e-07,1.57587e-06,2.09218e-09,2.09218e-09,0,466,466
0.0301647,8.0038,0.117132,390.712,853.144,7.22345e-07,1.57587e-06,2.10446e-09,2.10446e-09,0,467,467
0.0303527,8.05233,0.117132,390.712,853.144,7.22345e-07,1.57587e-06,2.1178e-09,2.1178e-09,0,468,468
0.0305387,8.10105,0.117132,390.712,853.144,7.22344e-07,1.57587e-06,2.13017e-09,2.13017e-09,0,469,469
0.0307218,8.14988,0.117132,390.712,853.144,7.22344e-07,1.57587e-06,2.14342e-09,2.14342e-09,0,470,470
0.0309028,8.19889,0.117132,390.712,853.144,7.22344e-07,1.57587e-06,2.1559e-09,2.1559e-09,0,471,471
0.0310814,8.24805,0.117132,390.712,853.144,7.22343e-07,1.57587e-06,2.16906e-09,2.16906e-09,0,472,472
0.0312575,8.29737,0.117132,390.712,853.144,7.22343e-07,1.57587e-06,2.18165e-09,2.18165e-09,0,473,473
0.0314317,8.34689,0.117132,390.712,853.144,7.22343e-07,1.57587e-06,2.19474e-09,2.19474e-09,0,474,474
0.0316032,8.39655,0.117132,390.712,853.144,7.22343e-07,1.57587e-06,2.20744e-09,2.20744e-09,0,475,475
0.0317731,8.44646,0.117132,390.712,853.144,7.22342e-07,1.57587e-06,2.22046e-09,2.22046e-09,0,476,476
0.0319402,8.49649,0.117132,390.712,853.144,7.22342e-07,1.57587e-06,2.2333e-09,2.2333e-09,0,477,477
0.0321062,8.5468,0.117132,390.712,853.144,7.22342e-07,1.57587e-06,2.24626e-09,2.24626e-09,0,478,478
0.032269,8.59723,0.117132,390.712,853.144,7.22342e-07,1.57587e-06,2.25923e-09,2.25923e-09,0,479,479
0.0324311,8.64798,0.117132,390.712,853.144,7.22342e-07,1.57587e-06,2.27214e-09,2.27214e-09,0,480,480
0.0325898,8.69883,0.117132,390.712,853.144,7.22343e-07,1.57587e-06,2.28526e-09,2.28526e-09,0,481,481
0.0327484,8.75005,0.117132,390.712,853.144,7.22343e-07,1.57587e-06,2.29811e-09,2.29811e-09,0,482,482
0.0329032,8.80134,0.117132,390.712,853.144,7.22343e-07,1.57587e-06,2.3114e-09,2.3114e-09,0,483,483
0.0330582,8.85306,0.117132,390.712,853.144,7.22343e-07,1.57587e-06,2.3242e-09,2.3242e-09,0,484,484
0.0332093,8.90482,0.117132,390.712,853.144,7.22344e-07,1.57587e-06,2.33766e-09,2.33766e-09,0,485,485
0.0333611,8.95705,0.117132,390.712,853.144,7.22344e-07,1.57587e-06,2.35042e-09,2.35042e-09,0,486,486
0.0335085,9.00931,0.117132,390.712,853.144,7.22345e-07,1.57587e-06,2.36406e-09,2.36406e-09,0,487,487
0.0336572,9.06209,0.117132,390.712,853.144,7.22345e-07,1.57587e-06,2.37679e-09,2.37679e-09,0,488,488
0.0338011,9.11488,0.117132,390.712,853.144,7.22346e-07,1.57587e-06,2.39062e-09,2.39062e-09,0,489,489
0.0339469,9.16823,0.117132,390.712,853.144,7.22346e-07,1.57587e-06,2.40331e-09,2.40331e-09,0,490,490
0.0340875,9.22156,0.117132,390.712,853.144,7.22347e-07,1.57587e-06,2.41735e-09,2.41735e-09,0,491,491
0.0342305,9.27552,0.117132,390.712,853.144,7.22348e-07,1.57587e-06,2.43e-09,2.43e-09,0,492,492
0.0343678,9.32942,0.117132,390.712,853.144,7.22349e-07,1.57588e-06,2.44426e-09,2.44426e-09,0,493,493
0.0345082,9.38401,0.117132,390.712,853.144,7.22349e-07,1.57588e-06,2.45688e-09,2.45688e-09,0,494,494
0.0346424,9.43851,0.117132,390.712,853.144,7.2235e-07,1.57588e-06,2.47138e-09,2.47138e-09,0,495,495
0.0347803,9.49375,0.117132,390.712,853.144,7.22351e-07,1.57588e-06,2.48397e-09,2.48397e-09,0,496,496
0.0349115,9.54887,0.117132,390.712,853.144,7.22353e-07,1.57588e-06,2.49872e-09,2.49872e-09,0,497,497
0.0350469,9.6048,0.117132,390.712,853.144,7.22354e-07,1.57588e-06,2.51126e-09,2.51126e-09,0,498,498
0.0352429,9.66365,0.117132,390.712,853.144,7.22355e-07,1.57588e-06,2.52778e-09,2.52778e-09,0,499,499
0.0176441,4.84368,0.117132,390.712,853.144,7.22356e-07,1.57588e-06,1.30496e-09,1.30496e-09,0,500,500
